교육청,소재구,학교명,홈페이지 주소,설립,우편번호,주소,전화번호,1학년 학급수,2학년 학급수,3학년 학급수,4학년 학급수,5학년 학급수,6학년 학급수,복식 학급수,특수 학급수,1학년 학생수 계,1학년 여학생 수,2학년 학생수 계,2학년 여학생 수,3학년 학생수 계,3학년 여학생 수,4학년 학생수 계,4학년 여학생 수,5학년 학생수 계,5학년 여학생 수,6학년 학생수 계,6학년 여학생 수,복식 학급 학생수 계,복식 학급 여학생수,특수 학급 학생수 계,특수 학급 여학생수,학급당 평균 학생수,교원수 계,여교원수 계,정규 교원수 계,정규 여교원수,기간제 교원수 계,기간제 여교원수,직원수,여직원수,보통 교실 수,비고
성동광진,광진구,성동초등학교,http://www.sungdong.es.kr,사립,143-875,서울특별시 광진구 자양로4길 63 성동초등학교,02-447-2642,4,4,4,4,4,4,0,0,121,60,120,64,109,50,102,50,80,39,105,41,0,0,0,0,26.5,27,12,27,12,0,0,13,4,24,
성동광진,광진구,세종초등학교,http://sje.sejong.ac.kr,사립,143-839,서울특별시 광진구 군자로 114 (군자동세종초등학교),02-466-0045,2,2,2,2,2,2,0,0,62,32,64,32,64,32,61,29,55,29,58,31,0,0,0,0,30.3,15,8,15,8,0,0,4,0,18,
성동광진,성동구,한양초등학교,http://www.hye.or.kr,사립,133-817,서울특별시 성동구 살곶이길 208  한양초등학교 (사근동한양초등학교),02-2293-8732,4,4,4,4,4,4,0,0,114,57,120,59,120,61,119,60,113,53,107,55,0,0,0,0,28.9,29,15,29,15,0,0,15,7,42,
성북,성북구,서울개운초등학교,http://gaewoon.es.kr,공립,136-813,서울특별시 성북구 정릉로48길 52 (돈암동서울개운초등학교),02-925-8838,7,6,6,7,7,7,0,0,199,92,187,91,152,72,217,105,186,84,189,91,0,0,0,0,28.3,64,55,62,53,2,2,5,2,40,
성북,성북구,서울길원초등학교,http://www.gilwon.es.kr,공립,136-110,서울특별시 성북구 서경로8길 28-15 (길음동서울길원초등학교),02-914-9369,8,7,7,7,8,7,0,2,231,121,199,104,182,89,201,91,223,108,193,98,0,0,16,7,27.1,69,60,66,57,3,3,7,2,44,
성북,성북구,서울길음초등학교,http://www.gireum.es.kr/,공립,136-807,서울특별시 성북구 길음로 142 (길음동서울길음초등학교),02-918-9983,8,6,6,6,7,6,0,1,215,111,163,82,142,64,153,71,173,75,150,75,0,0,3,0,25,58,45,53,42,5,3,5,3,40,
성북,성북구,서울돈암초등학교,http://www.donam.es.kr,공립,136-036,서울특별시 성북구 동소문로13길 38 (동소문동6가서울돈암초등학교),02-928-2010,9,9,8,10,10,10,0,2,228,117,223,115,218,107,255,121,282,139,269,129,0,0,10,4,25.6,85,74,83,72,2,2,7,4,58,
성북,성북구,서울동신초등학교,http://www.sdongsin.es.kr,공립,136-083,서울특별시 성북구 보문사길 50 (보문동3가서울동신초등학교),02-923-3870,3,3,3,3,4,3,0,2,69,39,61,28,57,30,66,29,87,42,64,28,0,0,3,2,19.4,36,29,34,27,2,2,5,3,23,
성북,성북구,서울미아초등학교,www.mia.es.kr,공립,136-807,서울특별시 성북구 삼양로 77  서울미아초등학교 (길음동서울미아초등학교),02-912-4014,8,8,7,8,8,7,0,2,251,105,230,112,184,93,233,110,229,103,198,97,0,0,9,3,27.8,72,61,66,55,6,6,6,2,48,
성북,강북구,서울미양초등학교,http://mi-yang.es.kr,공립,142-100,서울특별시 강북구 솔샘로 195 (미아동미양초등학교),02-989-9467,4,5,4,4,5,5,0,3,98,32,114,46,92,48,84,42,115,50,107,47,0,0,21,5,21,45,40,43,38,2,2,6,3,31,
성북,강북구,서울번동초등학교,http://www.beondong.es.kr,공립,142-060,서울특별시 강북구 오현로 204 (번3동 서울번동초등학교),02-987-1863,7,6,6,6,7,8,0,3,155,84,140,70,148,77,145,72,163,73,192,94,0,0,9,1,22.1,69,56,67,54,2,2,6,4,43,
성북,강북구,서울삼각산초등학교,http://www.samgaksan.es.kr,공립,142-100,서울특별시 강북구 삼양로19길 141 (미아동삼각산초등학교),02-989-4365,8,7,7,8,8,8,0,0,234,111,236,129,226,97,251,127,264,135,256,124,0,0,0,0,31.9,67,57,66,56,1,1,7,3,46,
성북,성북구,서울삼선초등학교,http://www.samsun.es.kr,공립,136-043,서울특별시 성북구 보문로29길 106 (삼선동3가서울삼선초등학교),02-742-1847,7,6,6,7,6,6,0,2,171,76,147,64,140,66,166,77,160,77,162,71,0,0,5,1,23.8,60,53,60,53,0,0,7,3,42,
성북,강북구,서울삼양초등학교,http://www.samyang.es.kr,공립,142-822,서울특별시 강북구 삼양로49길 17 (미아동삼양초등학교),02-987-8321,5,5,5,6,6,7,0,2,133,62,116,57,122,57,135,69,158,84,155,76,0,0,12,4,23.1,54,46,54,46,0,0,5,2,36,
성북,성북구,서울석계초등학교,http://www.sukgye.es.kr,공립,136-816,서울특별시 성북구 한천로58길 273 (석관동서울석계초등학교),02-964-9578,5,6,6,5,5,5,0,0,149,72,165,72,158,78,131,67,137,66,133,58,0,0,0,0,27.3,48,42,46,40,2,2,4,3,32,
성북,성북구,서울석관초등학교,http://www.seokgwan.es.kr/index/index.do,공립,136-818,서울특별시 성북구 돌곶이로22길 21  서울석관초등학교 (석관동서울석관초등학교),02-959-1391,6,6,5,5,6,6,0,2,126,61,148,70,121,50,106,52,141,65,134,72,0,0,8,3,21.8,50,39,49,38,1,1,6,2,42,
성북,성북구,서울성북초등학교,http://www.sungbuk.es.kr,공립,136-823,서울특별시 성북구 성북로 102-10 (성북동서울성북초등학교),02-743-4419,3,3,3,3,3,3,0,2,74,41,52,27,55,29,56,29,61,32,69,32,0,0,11,5,18.9,31,25,30,25,1,0,5,3,18,
성북,강북구,서울송중초등학교,http://www.songjoong.es.kr,공립,142-806,서울특별시 강북구 오현로 9 (미아동송중초등학교),02-985-1922,5,5,5,5,5,6,0,1,131,63,108,54,117,59,133,67,134,67,142,65,0,0,4,0,24,45,38,44,37,1,1,5,2,40,
성북,강북구,서울송천초등학교,http://www.song-cheon.es.kr,공립,142-708,서울특별시 강북구 삼양로20길 29 (미아동서울송천초등학교),02-982-9511,5,4,4,5,5,5,0,1,107,51,90,45,104,47,116,62,125,63,119,52,0,0,5,4,23,46,41,46,41,0,0,5,2,29,
성북,강북구,서울수송초등학교,http://www.soosong.es.kr,공립,142-865,서울특별시 강북구 한천로124길 14 (번동수송초등학교),02-996-6494,7,7,7,9,7,8,0,1,187,89,160,69,182,88,219,117,181,93,209,95,0,0,5,1,24.8,74,59,72,57,2,2,6,3,45,
성북,강북구,서울수유초등학교,http://suyu.es.kr,공립,142-874,서울특별시 강북구 삼양로74길 39  수유초등학교,02-989-3724,6,5,6,6,7,6,0,2,158,85,117,55,140,63,155,71,180,85,155,84,0,0,9,4,24.1,63,50,59,47,4,3,6,4,40,
성북,성북구,서울숭곡초등학교,http://soonggok.es.kr/,공립,130-865,서울특별시 성북구 종암로   40길 30번,02-912-5846,5,4,4,5,5,5,0,2,105,50,100,41,93,42,120,50,125,49,123,56,0,0,11,7,22.6,52,43,50,42,2,1,4,3,33,
성북,성북구,서울숭덕초등학교,www.soongduck.es.kr,공립,136-840,서울특별시 성북구 정릉로 279 (정릉동서울숭덕초등학교),02-911-1761,9,9,9,9,8,9,0,2,225,116,214,102,225,91,241,104,203,106,212,108,0,0,8,2,24.1,86,68,84,67,2,1,5,4,58,
성북,성북구,서울숭례초등학교,http://www.sungrye.es.kr,공립,136-860,서울특별시 성북구 종암로5길 14 (종암동서울숭례초등학교),02-927-5611,6,7,6,7,6,7,0,2,143,73,161,89,154,80,162,75,143,65,169,82,0,0,14,3,23.1,68,56,66,54,2,2,5,2,47,
성북,성북구,서울숭인초등학교,www.soongin.es.kr,공립,136-130,서울특별시 성북구 오패산로16길 37 (하월곡동서울숭인초등학교),070-7126-8043,8,8,7,8,8,6,0,2,263,121,260,137,217,108,230,114,227,99,175,91,0,0,10,2,29.4,71,61,66,57,5,4,4,1,47,
성북,성북구,서울안암초등학교,http://www.anam.es.kr,공립,136-072,서울특별시 성북구 인촌로7가길 39 (안암동2가서울안암초등학교),02-926-4426,3,3,3,3,4,3,0,2,71,36,67,30,63,30,65,25,86,43,72,29,0,0,7,1,20.5,38,32,37,31,1,1,6,4,21,
성북,강북구,서울오현초등학교,http://www.oh-hyun.es.kr,공립,142-060,서울특별시 강북구 월계로 221 (번동오현초등학교),02-987-0419,4,4,4,4,4,4,0,1,90,40,97,48,91,44,95,47,98,48,89,42,0,0,6,3,22.6,42,38,42,38,0,0,4,2,25,
성북,강북구,서울우이초등학교,http://www.wooi.es.kr,공립,142-070,서울특별시 강북구 삼양로99길 36 (수유동서울우이초등학교),02-991-8722,9,9,8,9,11,9,0,2,240,120,221,101,207,105,219,106,268,115,240,114,0,0,11,2,24.7,93,73,88,68,5,5,7,3,57,
성북,성북구,서울월곡초등학교,http://www.swg.es.kr,공립,136-839,서울특별시 성북구 장월로3길 42 (장위동서울월곡초등학교),02-941-1761,5,5,4,5,5,5,0,2,108,58,104,44,94,53,99,43,105,43,117,53,0,0,7,2,20.5,49,39,48,38,1,1,5,3,29,
성북,강북구,서울유현초등학교,www.youhyeon.es.kr,공립,142-886,서울특별시 강북구 인수봉로37길 24 (수유동서울유현초등학교),02-985-3122,3,3,3,3,3,3,0,2,80,39,72,41,64,36,75,39,66,39,67,35,0,0,7,1,21.6,32,26,32,26,0,0,5,3,20,
성북,강북구,서울인수초등학교,http://www.insu.es.kr,공립,142-882,서울특별시 강북구 인수봉로 269 (수유동서울인수초등학교),02-902-2003,6,6,5,6,6,6,0,2,144,72,130,64,117,64,144,74,147,75,145,64,0,0,13,5,22.7,58,47,56,46,2,1,6,3,37,
성북,성북구,서울일신초등학교,http://www.ilshin.es.kr,공립,136-858,서울특별시 성북구 월곡로 74 (종암동서울일신초등학교),02-909-2893,6,6,6,5,5,5,0,0,153,75,147,75,151,74,126,58,143,64,124,61,0,0,0,0,25.6,47,40,45,38,2,2,5,2,33,
성북,성북구,서울장곡초등학교,http://www.janggokcho.es.kr,공립,136-833,서울특별시 성북구 장월로23길 16 (장위동서울장곡초등학교),02-918-8494,5,4,4,4,5,5,0,2,108,56,92,52,95,48,100,47,120,63,117,51,0,0,4,1,21.9,44,38,43,37,1,1,5,2,36,
성북,성북구,서울장월초등학교,http://sjw.es.kr,공립,136-140,서울특별시 성북구 한천로101길 66 (장위동서울장월초등학교),02-918-7822,4,4,4,4,5,5,0,1,99,46,88,34,113,42,112,60,117,62,110,58,0,0,5,2,23.9,44,39,43,39,1,0,5,2,28,
성북,성북구,서울장위초등학교,http://www.jangwicho.es.kr,공립,136-829,서울특별시 성북구 장월로8가길 41 (장위동서울장위초등학교),02-942-1772,7,6,7,7,7,7,0,2,180,100,144,71,156,78,164,81,165,77,179,87,0,0,10,2,23.2,70,61,67,58,3,3,5,4,43,
성북,성북구,서울정덕초등학교,http://www.jeongdeok.es.kr,공립,136-037,서울특별시 성북구 아리랑로 63 (동소문동7가서울정덕초등학교),02-928-0422,8,6,7,7,7,7,0,2,214,104,172,83,179,83,195,97,192,111,180,94,0,0,6,0,25.9,59,51,59,51,0,0,7,3,48,
성북,성북구,서울정릉초등학교,www.jeongneung.es.kr,공립,136-847,서울특별시 성북구 솔샘로25가길 8  서울정릉초등학교 (정릉동서울정릉초등학교),02-916-2591,7,7,7,8,7,6,0,1,179,78,172,89,159,76,196,108,168,74,154,79,0,0,4,1,24,66,55,66,55,0,0,6,3,44,
성북,성북구,서울정수초등학교,http://www.jungsu.es.kr,공립,136-843,서울특별시 성북구 정릉로24길 58 (정릉동서울정수초등학교),02-916-0051,3,2,3,2,3,2,0,1,68,35,49,24,51,20,52,26,71,30,50,28,0,0,3,0,21.5,27,20,25,18,2,2,5,4,16,
성북,성북구,서울청덕초등학교,http://www.cheongdeok.es.kr,공립,136-854,서울특별시 성북구 정릉로9라길 11 (정릉동서울청덕초등학교),02-914-8740,5,4,3,4,4,5,0,2,106,52,80,39,75,36,105,47,96,54,121,58,0,0,7,2,21.9,38,31,36,30,2,1,4,3,34,
성북,강북구,서울화계초등학교,http://hwagye.es.kr,공립,142-100,서울특별시 강북구 솔매로50가길 25 (미아동서울화계초등학교),02-986-7782,7,7,6,6,8,7,0,2,158,73,154,76,143,75,155,83,183,94,174,81,0,0,7,2,22.7,67,58,63,55,4,3,7,3,44,
성북,성북구,광운초등학교,http://www.kwangwoon.es.kr,사립,136-831,서울특별시 성북구 한천로 693 (장위동광운초등학교),02-915-7312,3,4,4,4,3,3,0,0,97,48,127,58,119,52,108,52,96,42,90,39,0,0,0,0,30.3,25,15,24,14,1,1,8,1,21,
성북,성북구,대광초등학교,http://www.daegwang.or.kr,사립,136-087,서울특별시 성북구 안암로 5 (보문동7가대광초등학교),02-923-2032,3,3,3,3,3,3,0,0,98,49,88,41,78,43,83,40,71,41,66,33,0,0,0,0,26.9,21,13,21,13,0,0,8,3,18,
성북,성북구,매원초등학교,http://www.maewon.es.kr,사립,136-890,서울특별시 성북구 북악산로 870 (돈암동고명정보산업고등학교),02-922-6052,3,3,3,3,3,3,0,0,96,43,102,48,84,46,85,39,86,45,75,45,0,0,0,0,29.3,21,15,18,13,3,2,4,2,18,
성북,성북구,성신초등학교,http://www.sungshin.es.kr,사립,136-060,서울특별시 성북구 북악산로 918 (돈암동성신초등학교),02-921-1813,3,3,3,3,3,3,0,0,96,48,94,47,95,47,82,42,89,43,88,47,0,0,0,0,30.2,23,10,21,8,2,2,8,4,18,
성북,강북구,영훈초등학교,http://www.younghoon.es.kr,사립,142-709,서울특별시 강북구 도봉로13가길 19 (미아동학교법인영훈학원),02-988-2134,4,4,4,4,4,4,0,0,113,57,128,64,142,71,144,72,144,71,141,69,0,0,0,0,33.8,38,22,30,17,8,5,11,2,24,
성북,성북구,우촌초등학교,http://www.uchon.es.kr,사립,136-060,서울특별시 성북구 성북로4길 52-1 (돈암동우촌초등학교),02-929-1670,4,4,4,4,3,3,0,0,112,53,106,58,99,52,86,39,80,38,62,32,0,0,0,0,24.8,26,16,26,16,0,0,6,4,30,
